mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_tfidf__sublinear_tf,param_tfidf__ngram_range,param_tfidf__min_df,param_tfidf__max_features,param_tfidf__max_df,param_classifier__C,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score
2.4106587568918862,0.019130659866304522,1.1816585063934326,0.013057272373717616,True,"(1, 1)",2,30000,0.95,0.3,"{'tfidf__sublinear_tf': True, 'tfidf__ngram_range': (1, 1), 'tfidf__min_df': 2, 'tfidf__max_features': 30000, 'tfidf__max_df': 0.95, 'classifier__C': 0.3}",0.8996138996138996,0.8953262654920113,0.8978470675575353,0.8975957442211487,0.0017594173572245413,2,0.9655095017207841,0.964443446365746,0.9646530764914906,0.9648686748593401,0.0004611438655965079
8.057096401850382,0.06962285449809597,2.20442263285319,0.03994908240402506,True,"(1, 2)",3,30000,0.9,0.3,"{'tfidf__sublinear_tf': True, 'tfidf__ngram_range': (1, 2), 'tfidf__min_df': 3, 'tfidf__max_features': 30000, 'tfidf__max_df': 0.9, 'classifier__C': 0.3}",0.9106307109427234,0.9073148907613153,0.9062267796106405,0.9080574604382264,0.0018730029521646647,1,0.9757741416108137,0.9759478495429342,0.9748935216319211,0.9755385042618897,0.0004615521322243516
2.415862560272217,0.02820189106947215,1.1606571674346924,0.010480737448350066,False,"(1, 1)",5,50000,0.95,0.6,"{'tfidf__sublinear_tf': False, 'tfidf__ngram_range': (1, 1), 'tfidf__min_df': 5, 'tfidf__max_features': 50000, 'tfidf__max_df': 0.95, 'classifier__C': 0.6}",0.8960642809314783,0.8956002982848621,0.8938256928449365,0.8951634240204256,0.0009646980520684014,3,0.9764027267960147,0.9751545812254075,0.9760149672591206,0.9758574250935143,0.0005215882742895416
2.470855236053467,0.019788226707863947,1.1887247562408447,0.007738353260427335,False,"(1, 1)",2,50000,0.9,1.0,"{'tfidf__sublinear_tf': False, 'tfidf__ngram_range': (1, 1), 'tfidf__min_df': 2, 'tfidf__max_features': 50000, 'tfidf__max_df': 0.9, 'classifier__C': 1.0}",0.8949717346027968,0.8955781296683597,0.8942050520059436,0.8949183054257,0.0005618283097652153,4,0.9896188584491998,0.988524713117828,0.9882837357289912,0.9888091024320063,0.0005809739701676016
2.513270616531372,0.02725277346627277,1.1932076613108318,0.016863893190025434,True,"(1, 1)",5,30000,0.9,1.0,"{'tfidf__sublinear_tf': True, 'tfidf__ngram_range': (1, 1), 'tfidf__min_df': 5, 'tfidf__max_features': 30000, 'tfidf__max_df': 0.9, 'classifier__C': 1.0}",0.8944626376897886,0.8919626168224299,0.8922686945500634,0.8928979830207607,0.001113411894081002,5,0.9880077949332934,0.9878533403314088,0.987531358819785,0.9877974980281624,0.00019847185306340003
