mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_tfidf__sublinear_tf,param_tfidf__ngram_range,param_tfidf__min_df,param_tfidf__max_features,param_tfidf__max_df,param_classifier__penalty,param_classifier__loss,param_classifier__alpha,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,mean_train_score,std_train_score
8.227693478266398,0.09955270617885939,2.274348417917887,0.018129117768255,True,"(1, 2)",5,50000,0.9,elasticnet,log_loss,0.0003,"{'tfidf__sublinear_tf': True, 'tfidf__ngram_range': (1, 2), 'tfidf__min_df': 5, 'tfidf__max_features': 50000, 'tfidf__max_df': 0.9, 'classifier__penalty': 'elasticnet', 'classifier__loss': 'log_loss', 'classifier__alpha': 0.0003}",0.8632223274794141,0.8598117093262724,0.8583400720429317,0.8604580362828728,0.0020448974608174644,5,0.8685122369332896,0.8680242157402311,0.8699070502222712,0.868814500965264,0.0007978258291376787
2.5366450945536294,0.013864547114424483,1.200626055399577,0.0004159411624988539,True,"(1, 1)",5,50000,0.95,elasticnet,log_loss,0.0001,"{'tfidf__sublinear_tf': True, 'tfidf__ngram_range': (1, 1), 'tfidf__min_df': 5, 'tfidf__max_features': 50000, 'tfidf__max_df': 0.95, 'classifier__penalty': 'elasticnet', 'classifier__loss': 'log_loss', 'classifier__alpha': 0.0001}",0.8844389426927838,0.8812232235189836,0.8816187873864559,0.8824269845327412,0.0014318052525009832,2,0.8991737954229728,0.8983945377375899,0.8978865406006674,0.89848495792041,0.0005293946867149622
8.0253005027771,0.07034291950056384,2.2724921703338623,0.02584395287135153,True,"(1, 2)",5,50000,0.95,l2,modified_huber,0.001,"{'tfidf__sublinear_tf': True, 'tfidf__ngram_range': (1, 2), 'tfidf__min_df': 5, 'tfidf__max_features': 50000, 'tfidf__max_df': 0.95, 'classifier__penalty': 'l2', 'classifier__loss': 'modified_huber', 'classifier__alpha': 0.001}",0.8957602339181286,0.8943667184839736,0.8937365969089699,0.8946211831036908,0.0008455139928765479,1,0.9248427325902219,0.9262133759144416,0.9263126602504552,0.9257895895850395,0.0006707547844634067
8.179077943166098,0.10642406816460587,2.1926961739857993,0.014870998399647147,True,"(1, 2)",2,30000,0.95,elasticnet,log_loss,0.0003,"{'tfidf__sublinear_tf': True, 'tfidf__ngram_range': (1, 2), 'tfidf__min_df': 2, 'tfidf__max_features': 30000, 'tfidf__max_df': 0.95, 'classifier__penalty': 'elasticnet', 'classifier__loss': 'log_loss', 'classifier__alpha': 0.0003}",0.8659748611517101,0.8641612120320659,0.860362350861688,0.8634994746818213,0.0023385879185856915,4,0.873107584290207,0.87125,0.8732508469583149,0.8725361437495073,0.0009113196864313082
7.989668369293213,0.06592018381638586,2.262298345565796,0.01848182494520908,False,"(1, 2)",2,50000,0.95,l2,log_loss,0.0003,"{'tfidf__sublinear_tf': False, 'tfidf__ngram_range': (1, 2), 'tfidf__min_df': 2, 'tfidf__max_features': 50000, 'tfidf__max_df': 0.95, 'classifier__penalty': 'l2', 'classifier__loss': 'log_loss', 'classifier__alpha': 0.0003}",0.8714062848228215,0.8674045297954995,0.8682056198834722,0.8690054781672645,0.001728841766479761,3,0.8905326543508159,0.8883580773188299,0.8903268747226741,0.8897392021307734,0.0009802093733700748
